"Promoter Name"	"Absolute-Plus-1-Position"	"Component-Of"
PM0-45662	3291415	COLI-K12-66
PM0-10256	3176026	COLI-K12-63 // TU0-14701
PM0-8730	919317	COLI-K12-18
PM0-10065	1935568	COLI-K12-38 // TU0-13440
PM0-46271	1063142	COLI-K12-21 // TU0-42533
PM0-44621	807258	COLI-K12-16
PM0-46027	4414958	COLI-K12-88
PM0-44337	11542	COLI-K12-0
PM0-9982	474425	COLI-K12-9 // TU0-8528
PM0-2801	1762442	COLI-K12-35 // TU0-2621
PM0-9355	2912299	COLI-K12-58 // TU0-14269
PM0-44989	1642999	COLI-K12-32
PM0-7961	65803	COLI-K12-1 // TU0-7581
PM0-44697	1029217	COLI-K12-20
PM00454	3780704	COLI-K12-75 // TU0-6501
PM0-44550	643278	COLI-K12-12
PM00071	400931	COLI-K12-8 // TU00052
PM0-45350	2492516	COLI-K12-50
PM0-9829		TU0-14546
PM0-45064	1815336	COLI-K12-36
PM924	4199928	COLI-K12-84 // TU783
PM0-44917	1493157	COLI-K12-29
PM00534	1979675	COLI-K12-39 // TU00391
PM0-45718	3411629	COLI-K12-68
PM00369	1339894	COLI-K12-26 // TU0-6407
PM0-45425	2739784	COLI-K12-54
PM0-10128	3235304	COLI-K12-64 // TU0-13858
PM0-45279	2301873	COLI-K12-46
PM0-45793	3607803	COLI-K12-72
PM0-46083	4561658	COLI-K12-91
PM406	3440587	COLI-K12-69 // TU00349
PM0-10229	3053781	COLI-K12-61 // TU0-36423 // TU0-14689
PM0-36211	3341321	COLI-K12-67 // TU0-36433
PM0-45646	3252291	COLI-K12-65
PM0-46199	2782840	COLI-K12-55 // TU0-13702
PM0-8625	1944134	COLI-K12-39 // TU0-8245
PM0-10049	1687818	COLI-K12-33 // TU0-13348
PM0-4383	1108480	COLI-K12-22 // TU0-4143
PM0-44607	784081	COLI-K12-15
PM0-46011	4331500	COLI-K12-86
PM0-9299	3980804	COLI-K12-79 // TU0-8863
PM0-9966	222806	COLI-K12-4 // TU0-12838
PM0-2281	890115	COLI-K12-17 // TU0-2101
PM0-44681	993364	COLI-K12-19
PM0-44973	1619328	COLI-K12-32
PM0-7602	817200	COLI-K12-16 // TU0-7262
PM00047	4244487	COLI-K12-85 // TU00038
PM00437	3210710	COLI-K12-64 // TU00438
PM0-44534	587293	COLI-K12-11
PM0-45048	1785375	COLI-K12-35
PM0-45334	2453843	COLI-K12-49
PM0-9806		TU0-14523
PM00518	952802	COLI-K12-19 // TU00380
PM687	471780	COLI-K12-9 // TU587
PM0-44901	1472212	COLI-K12-29
PM0-45409	2699159	COLI-K12-54
PM0-45702	3384325	COLI-K12-67
PM00353	953716	COLI-K12-19 // TU00377
PM0-45777	3584752	COLI-K12-71
PM0-10111	2865746	COLI-K12-57 // TU0-14652
PM0-45264	2263435	COLI-K12-45
PM0-10202	903059	COLI-K12-18 // TU0-14677
PM0-46067	4501905	COLI-K12-90
PM332	1010889	COLI-K12-20 // TU561
PM0-46171	4221528	COLI-K12-84 // TU0-42471
PM0-36178	3566415	COLI-K12-71 // TU0-36417
PM0-45630	3236393	COLI-K12-64
PM0-8529	601152	COLI-K12-12 // TU0-8149
PM0-10031	1349142	COLI-K12-27 // TU0-13204
PM0-44590	721117	COLI-K12-14
PM0-45995	4276337	COLI-K12-85
PM0-9885	656473	COLI-K12-13 // TU0-13001
PM0-1984	1365953	COLI-K12-27 // TU0-1803
PM0-44957	1566876	COLI-K12-31
PM0-7261	2576610	COLI-K12-51 // TU0-6921
PM00419	2735601	COLI-K12-54 // TU0-6653
PM0-44518	557389	COLI-K12-11
PM0-45318	2386561	COLI-K12-47
PM0-9786		TU0-14506
PM622	2909390	COLI-K12-58 // TU522
PM0-44885	1418367	COLI-K12-28
PM0-45686	3352257	COLI-K12-67
PM00336	424209	COLI-K12-8 // TU871
PM0-10092	2535341	COLI-K12-50 // TU0-8487
PM0-45249	2235880	COLI-K12-44
PM0-46051	4477694	COLI-K12-89
PM223	3534777	COLI-K12-70 // TU163
PM0-36132	2627053	COLI-K12-52 // TU0-8738
PM0-45614	3208590	COLI-K12-64
PM0-8241	1599484	COLI-K12-32 // TU0-7861
PM0-10012	1026264	COLI-K12-20 // TU0-13100
PM0-44574	675834	COLI-K12-13
PM0-45979	4211247	COLI-K12-84
PM0-9859		TU0-14558
PM0-1721	4589656	COLI-K12-92 // TU0-1541
PM0-44941	1516916	COLI-K12-30
PM0-5982	3656368	COLI-K12-73 // TU0-5682
PM00399	2099348	COLI-K12-42 // TU0-5101
PM0-44502	507398	COLI-K12-10
PM0-45302	2371588	COLI-K12-47
PM0-9766	3676435	COLI-K12-73 // TU0-13969
PM526	2836154	COLI-K12-56 // TU424
PM0-44869	1391163	COLI-K12-27
PM0-45670	3299351	COLI-K12-66
PM00320	49799	COLI-K12-0 // TU0-6401
PM0-10074	2079327	COLI-K12-41 // TU0-14637
PM0-45234	2192202	COLI-K12-43
PM0-46035	4432127	COLI-K12-88
PM180	4231745	COLI-K12-84 // TU0-6444
PM0-3284	2716697	COLI-K12-54 // TU0-3104
PM0-45598	3171100	COLI-K12-63
PM0-8061	1634627	COLI-K12-32 // TU0-7681
PM-8827	4430032	COLI-K12-88 // TU-8441
PM0-44558	660768	COLI-K12-13
PM0-45963	4110335	COLI-K12-82
PM0-9837		TU0-14553
PM0-1358	3637871	COLI-K12-72 // TU0-1198
PM0-44925	1500369	COLI-K12-30
PM0-5426	52588	COLI-K12-1 // TU0-5186
PM00377	1804375	COLI-K12-36 // TU0-6408
PM0-44486	475512	COLI-K12-9
PM0-45286	2326221	COLI-K12-46
PM0-9747	257810	COLI-K12-5
PM443	738203	COLI-K12-14 // TU362
PM0-44853	1337189	COLI-K12-26
PM0-45654	3285387	COLI-K12-65
PM00297	4275446	COLI-K12-85 // TU00211
PM0-10057	1807287	COLI-K12-36 // TU0-8640
PM0-45218	2149075	COLI-K12-43
PM0-46019	4372392	COLI-K12-87
PM164	2017608	COLI-K12-40 // TU00276
PM0-2601	4465303	COLI-K12-89 // TU0-2421
PM0-45582	3159204	COLI-K12-63
PM0-7801	136940	COLI-K12-2 // TU00359
PM-8797	2011170	COLI-K12-40 // TU-8411
PM0-44542	609477	COLI-K12-12
PM0-45947	4071684	COLI-K12-81
PM0-9815		TU0-14532
PM0-1283	816050	COLI-K12-16 // TU00300
PM0-44909	1488785	COLI-K12-29
PM0-5201	4549357	COLI-K12-91 // TU0-4961
PM00361	1078514	COLI-K12-21 // TU123
PM0-44470	404932	COLI-K12-8
PM0-45271	2278567	COLI-K12-45
PM0-9722	692692	COLI-K12-13 // TU0-14471
PM341	972627	COLI-K12-19 // TU261
PM0-44837	1315327	COLI-K12-26
PM0-45638	3250722	COLI-K12-65
PM00274	989637	COLI-K12-19 // TU00195
PM0-10040	1508002	COLI-K12-30 // TU0-13267
PM0-45202	2102630	COLI-K12-42
PM0-46003	4295353	COLI-K12-86
PM00675	4360650	COLI-K12-87 // TU00520
PM0-2101	2789194	COLI-K12-55 // TU0-1921
PM0-45566	3130545	COLI-K12-62
PM0-7504	3806203	COLI-K12-76 // TU0-7162
PM0-45931	4042198	COLI-K12-81
PM0-44526	570070	COLI-K12-11
PM-8775	3037655	COLI-K12-60 // TU-8392
PM0-9796		TU0-14516
PM0-1081	1115995	COLI-K12-22 // TU0-921
PM0-44893	1426950	COLI-K12-28
PM0-4922	4492458	COLI-K12-90 // TU0-4682
PM00344	698445	COLI-K12-14 // TU0-4929
PM0-9703	892857	COLI-K12-17 // TU0-14459
PM0-45256	2247660	COLI-K12-45
PM0-44821	1272878	COLI-K12-25
PM324	1486214	COLI-K12-29 // TU102
PM00250	83735	COLI-K12-1 // TU0-42508 // TU00179
PM0-45622	3232363	COLI-K12-64
PM0-45186	2062625	COLI-K12-41
PM0-10022	1213336	COLI-K12-24 // TU0-13158
PM00659	4173404	COLI-K12-83 // TU00504
PM0-45987	4240283	COLI-K12-85
PM0-45550	3100276	COLI-K12-62
PM0-1783	655306	COLI-K12-13 // TU0-1603
PM0-45915	4002281	COLI-K12-80
PM0-6882	3276725	COLI-K12-65 // TU0-6582
PM0-10530	174902	COLI-K12-3 // TU0-14805
PM0-44510	543280	COLI-K12-10
PM0-4702		TU0-4462
PM0-9774		TU0-14185
PM0-9653	4348588	COLI-K12-87 // TU0-14431
PM0-44877	1415839	COLI-K12-28
PM0-44442	319340	COLI-K12-6
PM00328	185977	COLI-K12-3 // TU0-6443
PM0-44806	1241387	COLI-K12-24
PM0-45241	2220104	COLI-K12-44
PM00225	611890	COLI-K12-12 // TU00163
PM197	3144385	COLI-K12-63 // TU00289
PM00643	3913349	COLI-K12-78 // TU00488
PM0-45606	3194948	COLI-K12-64
PM0-45173	2040332	COLI-K12-40
PM0-10003	931301	COLI-K12-18 // TU0-13078
PM0-45534	3041386	COLI-K12-61
PM0-45971	4141881	COLI-K12-83
PM0-45899	3905669	COLI-K12-78
PM0-1501	3057752	COLI-K12-61 // TU0-1341
PM0-10490	1986706	COLI-K12-39 // TU0-13449
PM0-5721	1656027	COLI-K12-33 // TU0-5481
PM0-46399	4071629	COLI-K12-81 // TU0-42688
PM0-44494	504076	COLI-K12-10
PM0-9621	2183925	COLI-K12-43 // TU0-13513
PM0-9758		TU0-13589
PM0-44428	310670	COLI-K12-6
PM0-44861	1368027	COLI-K12-27
PM0-44790	1209418	COLI-K12-24
PM00312	4056130	COLI-K12-81 // TU0-5903 // TU00029
PM00199	2511031	COLI-K12-50 // TU00147
PM0-45226	2181842	COLI-K12-43
PM00627	2685463	COLI-K12-53 // TU00473
PM172	510635	COLI-K12-10 // TU0-3122
PM0-45157	1994875	COLI-K12-40
PM0-45590	3167313	COLI-K12-63
PM0-45518	3004246	COLI-K12-60
PM-8813	1536711	COLI-K12-30 // TU-8427
PM0-45886	3841842	COLI-K12-77
PM0-45955	4084909	COLI-K12-81
PM0-10463	334963	COLI-K12-6 // TU0-14781
PM0-1344	3939656	COLI-K12-79 // TU0-1184
PM0-46375	2708187	COLI-K12-54 // TU0-42642
PM0-5301	4212182	COLI-K12-84 // TU0-5061
PM0-44412	281476	COLI-K12-5
PM0-44478	446994	COLI-K12-8
PM0-44774	1201436	COLI-K12-24
PM0-9737	2763928	COLI-K12-55 // TU0-14484
PM00174	3845221	COLI-K12-77 // TU00130
PM0-44845	1328814	COLI-K12-26
PM00610	104636	COLI-K12-2 // TU0-1425
PM00287	1261400	COLI-K12-25 // TU00203
PM0-45141	1957896	COLI-K12-39
PM0-45210	2107740	COLI-K12-42
PM0-45502	2983841	COLI-K12-59
PM1029	426429	COLI-K12-8 // TU869
PM0-45870	3797521	COLI-K12-76
PM0-45574	3144775	COLI-K12-63
PM0-10434	1732381	COLI-K12-34 // TU0-13359
PM0-45939	4058442	COLI-K12-81
PM0-46358	1349145	COLI-K12-27 // TU0-42604
PM-8784	1986224	COLI-K12-39 // TU-8399
PM0-44396	240329	COLI-K12-4
PM0-1163	1830068	COLI-K12-36 // TU0-1003
PM0-9568	2836127	COLI-K12-56 // TU0-14407
PM0-5062	4049059	COLI-K12-81 // TU0-4822
PM0-44758	1177763	COLI-K12-23
PM0-44462	389085	COLI-K12-7
PM00153	3925152	COLI-K12-78 // TU00112
PM0-9713	2288444	COLI-K12-45 // TU0-8819
PM0-45125	1923233	COLI-K12-38
PM0-44829	1305383	COLI-K12-26
PM00597	921899	COLI-K12-18 // TU0-6486
PM00260	1697252	COLI-K12-34 // TU00187
PM0-45486	2947211	COLI-K12-59
PM0-45194	2096399	COLI-K12-42
PM0-45854	3755951	COLI-K12-75
PM00667	1990204	COLI-K12-39 // TU00512
PM0-10380	651207	COLI-K12-13 // TU0-13000
PM0-45558	3117342	COLI-K12-62
PM0-46339	1873681	COLI-K12-37 // TU0-13404
